HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.q1,Answer.q2,Answer.q3,Answer.q4,Answer.q5,Answer.q6,Answer.q7,Answer.q8,Answer.q9,Answer.q10,Answer.q11,Answer.q12,Answer.q13,Answer.q14,Answer.q15,Answer.q16,Answer.q17,Answer.q18,Answer.q19,Answer.q20,Answer.q21,Answer.q22,Answer.q23,Answer.q24,Answer.q25,Answer.q26,Answer.q27,Answer.q28,Answer.q29,Answer.q30,Answer.q31,Answer.q32,Answer.q33,Answer.q34,Answer.q35,Answer.q36,Answer.q37,Answer.q38,Answer.q39,Answer.q40,Answer.q41,Answer.q42,Answer.q43,Answer.q44,Answer.q45,Answer.q46,Answer.q47,Answer.q48,Answer.q49,Answer.q50,Answer.q51,Answer.q52,Answer.q53,Answer.q54,Answer.q55,Answer.q56,Answer.q57,Answer.q58,Approve,Reject
3XJOUITW9LMMM9DPIDW5DNJ544HQT4,38MPDVA2YH6BLH1A0DWYIAD0U2YGM0,Evaluating AI-Generated Images,"You will be shown a series of text descriptions (prompts) and two images. For each pair, you will be asked to choose which of the two images is a better and more realistic match for the given text prompt.",survey,$0.40,Tue Aug 12 06:52:44 PDT 2025,100,BatchId:5338826;OriginalHitTemplateId:928390912;,480,259200,Tue Aug 19 06:52:44 PDT 2025,,,3ZGVPD4G7LCYMLCAWCKKTZR1JC8ZTQ,A3NSVQKXFE8K9V,Submitted,Tue Aug 12 06:53:26 PDT 2025,Tue Aug 12 06:59:40 PDT 2025,Fri Aug 15 06:59:40 PDT 2025,,,,374,0% (0/0),0% (0/0),0% (0/0),B,A,B,B,B,A,B,A,B,A,B,B,A,A,A,B,A,B,A,B,B,A,A,A,B,B,B,B,B,B,B,A,B,B,A,A,A,B,A,A,B,A,B,B,B,A,B,A,A,B,A,B,A,B,A,B,B,A,,
3XJOUITW9LMMM9DPIDW5DNJ544HQT4,38MPDVA2YH6BLH1A0DWYIAD0U2YGM0,Evaluating AI-Generated Images,"You will be shown a series of text descriptions (prompts) and two images. For each pair, you will be asked to choose which of the two images is a better and more realistic match for the given text prompt.",survey,$0.40,Tue Aug 12 06:52:44 PDT 2025,100,BatchId:5338826;OriginalHitTemplateId:928390912;,480,259200,Tue Aug 19 06:52:44 PDT 2025,,,3ZV9H2YQR52PT99B6AUMCITL8BR3WN,A3OB9J54NBA3DN,Submitted,Tue Aug 12 06:53:03 PDT 2025,Tue Aug 12 06:59:55 PDT 2025,Fri Aug 15 06:59:55 PDT 2025,,,,412,0% (0/0),0% (0/0),0% (0/0),A,B,B,B,B,A,B,A,,B,B,B,B,B,A,A,B,A,A,B,A,B,A,B,A,B,A,B,B,A,B,B,A,B,A,A,A,B,B,A,B,B,B,B,B,A,B,B,B,A,B,B,B,A,A,B,A,B,,
3XJOUITW9LMMM9DPIDW5DNJ544HQT4,38MPDVA2YH6BLH1A0DWYIAD0U2YGM0,Evaluating AI-Generated Images,"You will be shown a series of text descriptions (prompts) and two images. For each pair, you will be asked to choose which of the two images is a better and more realistic match for the given text prompt.",survey,$0.40,Tue Aug 12 06:52:44 PDT 2025,100,BatchId:5338826;OriginalHitTemplateId:928390912;,480,259200,Tue Aug 19 06:52:44 PDT 2025,,,3ZWFC4W1VM2F1P8IRBLIQSA1JMGRFG,AN4MTZGSPPLW5,Submitted,Tue Aug 12 06:53:03 PDT 2025,Tue Aug 12 06:59:29 PDT 2025,Fri Aug 15 06:59:29 PDT 2025,,,,386,0% (0/0),0% (0/0),0% (0/0),B,A,B,B,B,A,B,A,B,A,B,B,A,A,A,A,A,B,A,B,B,A,A,B,B,A,B,B,B,B,A,A,B,B,B,A,B,A,B,B,A,A,B,A,B,A,B,A,A,B,A,B,A,B,A,B,B,A,,
3XJOUITW9LMMM9DPIDW5DNJ544HQT4,38MPDVA2YH6BLH1A0DWYIAD0U2YGM0,Evaluating AI-Generated Images,"You will be shown a series of text descriptions (prompts) and two images. For each pair, you will be asked to choose which of the two images is a better and more realistic match for the given text prompt.",survey,$0.40,Tue Aug 12 06:52:44 PDT 2025,100,BatchId:5338826;OriginalHitTemplateId:928390912;,480,259200,Tue Aug 19 06:52:44 PDT 2025,,,3ZWFC4W1VM2F1P8IRBLIQSA1JMHRFH,A1LZUZYPU84UNJ,Submitted,Tue Aug 12 07:01:38 PDT 2025,Tue Aug 12 07:08:19 PDT 2025,Fri Aug 15 07:08:19 PDT 2025,,,,401,0% (0/0),0% (0/0),0% (0/0),A,B,A,B,,B,B,A,B,B,B,A,A,A,B,A,A,A,A,A,B,B,B,,B,A,B,A,B,B,B,B,B,A,B,B,B,A,B,B,A,B,B,B,B,A,A,A,A,B,B,A,A,B,A,B,B,A,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,A,,Ours,,,,Ours,,Ours,,Ours,,,Ours,Ours,Ours,Ours,Ours,,Ours,,,Ours,Ours,Ours,Ours,Ours,Ours,,Ours,,,Ours,,,,Ours,Ours,,,Ours,Ours,Ours,,Ours,,Ours,,Ours,Ours,,Ours,,Ours,,Ours,,,Ours,,
,,,,,,,,,,,,,,,,,,,,,,,,,,B,Ours,,Ours,Ours,Ours,,Ours,,Ours,,Ours,Ours,,,,,,Ours,,Ours,Ours,,,,,,,Ours,,Ours,Ours,,Ours,Ours,Ours,,,Ours,Ours,,,,Ours,,Ours,,Ours,,,Ours,,Ours,,Ours,,Ours,Ours,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,28,34,33,40,34,36,36,31,34,32,32,37,35,35,36,27,36,36,31,32,32,33,35,31,19,24,22,31,18,34,29,30,31,34,29,25,20,20,34,32,32,30,19,31,43,42,39,39,37,33,39,35,36,36,34,34,42,37,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,4,4,2,3,2,6,4,3,4,5,3,3,5,4,3,4,4,4,3,4,4,4,4,3,3,3,3,3,4,4,4,4,4,3,4,4,4,3,3,4,4,5,4,4,4,4,4,5,3,4,6,4,3,3,3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,51.9,63.0,60.0,74.1,63.0,64.3,65.5,55.4,65.4,59.3,58.2,68.5,66.0,63.6,65.5,50.9,66.7,65.5,57.4,59.3,59.3,60.0,64.8,57.4,35.2,44.4,40.0,56.4,32.7,61.8,52.7,55.6,57.4,63.0,53.7,46.3,36.4,37.0,63.0,59.3,58.2,54.5,35.2,57.4,81.1,77.8,72.2,72.2,68.5,61.1,73.6,63.6,66.7,69.2,63.0,61.8,76.4,67.3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Ours,50,A YOUNG PERSON,,,,,,,,,,,,,,An Old Person,,,,,,,,,,An Angry Face,,,,,,,,,,A sad face,,,,,,,,,,Combined edit,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Opponents,8,,,,,,,,62.7,,,,,,,,,,,,60.7,,,,,,,,,,49.9,,,,,,,,,,50.1,,,,,,,,,,,,69.6,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
